SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,Contract_encoded,AvgCharges,clv,is_long_term,NumServices,time_to_churn,CampaignResponse,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,LoyaltyClass_Mid,LoyaltyClass_New,LoyaltyClass_nan,RevenueSegment_Low,RevenueSegment_Medium,clv_segment_1,clv_segment_2,churn_probability,RiskSegment
0,25,105.5,2686.05,0,0,107.44200000000001,2637.5,1,6,25,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3853966619913742,Medium
0,69,113.25,7895.15,0,2,114.42246376811593,7814.25,1,7,69,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06096458238350657,Low
0,52,20.65,1022.95,0,1,19.672115384615385,1073.8,1,1,52,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0432793119071045,Low
0,71,106.7,7382.25,0,2,103.97535211267606,7575.7,1,5,71,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07886304939217119,Low
0,10,55.2,528.35,1,0,52.835,552.0,0,3,10,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.152408475473672,Low
0,21,90.05,1862.9,0,0,88.70952380952382,1891.05,1,4,21,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5528840302510232,Medium
0,1,39.65,39.65,1,0,39.65,39.65,0,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.7528925826823346,High
0,12,19.8,202.25,0,1,16.854166666666668,237.60000000000002,0,1,12,0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.06242138849832673,Low
0,1,20.15,20.15,1,0,20.15,20.15,0,1,1,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.2886832175221577,Low
0,58,59.9,3505.1,0,2,60.432758620689654,3474.2,1,3,58,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.04839212978710082,Low
0,49,59.6,2970.3,0,0,60.61836734693878,2920.4,1,4,49,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.07374408702739363,Low
0,30,55.3,1530.6,0,0,51.019999999999996,1659.0,1,3,30,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.08722459203499627,Low
0,47,99.35,4749.15,1,0,101.04574468085106,4669.45,1,4,47,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5638882279793025,Medium
0,1,30.2,30.2,1,0,30.2,30.2,0,1,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5606527363058037,Medium
0,72,90.25,6369.45,0,2,88.46458333333334,6498.0,1,7,72,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04156231233440132,Low
0,17,64.7,1093.1,1,0,64.3,1099.9,1,3,17,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2435477536538684,Low
0,71,96.35,6766.95,0,2,95.30915492957746,6840.849999999999,1,5,71,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05231442112194615,Low
0,2,95.5,181.65,0,0,90.825,191.0,0,4,2,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7712184409073809,High
0,27,66.15,1874.45,0,1,69.42407407407407,1786.0500000000002,1,5,27,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.05100384256343315,Low
0,1,20.2,20.2,0,0,20.2,20.2,0,1,1,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.2569276060937898,Low
0,1,45.25,45.25,0,0,45.25,45.25,0,1,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.48183866407911063,Medium
0,72,99.9,7251.7,0,2,100.71805555555555,7192.8,1,5,72,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04678789043591111,Low
0,5,69.7,316.9,1,0,63.379999999999995,348.5,0,1,5,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6874119466249713,High
0,46,74.8,3548.3,0,0,77.13695652173914,3440.7999999999997,1,2,46,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.24994084541624306,Low
0,34,106.35,3549.25,1,0,104.38970588235294,3615.8999999999996,1,5,34,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5216920567781145,Medium
0,11,97.85,1105.4,1,0,100.4909090909091,1076.35,0,4,11,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8045721971985984,High
0,10,49.55,475.7,0,1,47.57,495.5,0,2,10,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.09228116240331188,Low
0,70,69.2,4872.35,0,2,69.605,4844.0,1,4,70,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.050460928320479215,Low
0,17,20.75,418.25,0,1,24.602941176470587,352.75,1,1,17,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04972402726523101,Low
0,63,79.85,4861.45,0,2,77.16587301587302,5030.549999999999,1,6,63,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.05166940404280583,Low
0,13,76.2,981.45,0,0,75.49615384615385,990.6,1,5,13,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1930897039716193,Low
0,49,84.5,3906.7,0,0,79.72857142857143,4140.5,1,2,49,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5202570867580881,Medium
0,2,49.25,97.0,0,0,48.5,98.5,0,2,2,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.4251914537805141,Medium
0,2,80.65,144.15,1,0,72.075,161.3,0,2,2,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7835117154603776,High
0,52,79.75,4217.8,0,2,81.11153846153846,4147.0,1,5,52,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.05508545223378598,Low
0,69,64.15,4254.1,0,2,61.6536231884058,4426.35,1,4,69,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.04334786508967161,Low
0,43,90.25,3838.75,0,0,89.27325581395348,3880.75,1,3,43,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5070821650936499,Medium
0,15,99.1,1426.4,1,0,95.09333333333333,1486.5,1,5,15,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5467832020511106,Medium
0,25,69.5,1752.65,0,0,70.10600000000001,1737.5,1,4,25,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.09039467196331807,Low
0,8,80.65,633.3,1,0,79.1625,645.2,0,2,8,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7053592015425258,High
0,60,74.85,4456.35,0,1,74.27250000000001,4491.0,1,6,60,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.05462581674009816,Low
0,18,95.45,1752.55,1,0,97.36388888888888,1718.1000000000001,1,3,18,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7233038942959602,High
0,63,99.65,6311.2,0,1,100.17777777777778,6277.950000000001,1,4,63,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1219681665167356,Low
0,66,108.45,7076.35,0,1,107.21742424242424,7157.7,1,6,66,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1786713726327858,Low
0,34,24.95,894.3,0,2,26.302941176470586,848.3,1,1,34,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0438419931048033,Low
0,72,107.5,7853.7,0,2,109.07916666666667,7740.0,1,5,72,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0671144574205654,Low
0,47,100.5,4707.1,0,0,100.15106382978725,4723.5,1,4,47,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6053299912207867,High
0,60,89.9,5450.7,0,0,90.845,5394.0,1,3,60,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22886120272363183,Low
0,72,42.1,2962.0,0,2,41.138888888888886,3031.2000000000003,1,3,72,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.04864548423899933,Low
0,18,54.4,957.1,0,1,53.172222222222224,979.1999999999999,1,3,18,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.09487165818276866,Low
0,9,94.4,857.25,1,0,95.25,849.6,0,3,9,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7688798561841585,High
0,3,75.3,244.1,0,0,81.36666666666666,225.89999999999998,0,5,3,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.46004654512355814,Medium
0,47,78.9,3650.35,0,1,77.66702127659575,3708.3,1,2,47,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.16692869328580462,Low
0,31,79.2,2497.2,0,2,80.55483870967741,2455.2000000000003,1,6,31,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.06077051865793247,Low
0,50,20.15,930.9,0,2,18.618,1007.4999999999999,1,1,50,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.04054919695912397,Low
0,10,79.85,887.35,0,0,88.735,798.5,0,3,10,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.47957909261052606,Medium
0,1,49.05,49.05,0,0,49.05,49.05,0,2,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3730136349576862,Medium
0,52,20.4,1090.65,0,1,20.974038461538463,1060.8,1,1,52,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.04364937034079504,Low
0,64,111.6,7099.0,0,2,110.921875,7142.4,1,6,64,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08993481683986415,Low
0,62,24.25,1424.6,0,2,22.97741935483871,1503.5,1,1,62,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.04078593760908395,Low
0,3,64.5,177.4,0,0,59.13333333333333,193.5,0,4,3,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.21676187794570279,Low
0,56,110.5,6139.5,0,1,109.63392857142857,6188.0,1,6,56,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17256789053198987,Low
0,46,55.65,2688.85,0,1,58.45326086956521,2559.9,1,2,46,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.08270175606279141,Low
0,8,54.65,482.25,0,0,60.28125,437.2,0,3,8,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.1448998573413333,Low
0,30,74.75,2111.3,0,0,70.37666666666668,2242.5,1,5,30,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.14168157074461338,Low
0,45,25.9,1216.6,0,1,27.035555555555554,1165.5,1,1,45,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.05222836750061931,Low
0,1,79.35,79.35,1,0,79.35,79.35,0,2,1,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8047952987061697,High
0,11,50.55,565.35,0,0,51.39545454545455,556.05,0,3,11,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.24293053266307268,Low
0,7,75.15,496.9,1,0,70.98571428571428,526.0500000000001,0,2,7,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6619015433592094,High
0,42,103.8,4327.5,0,0,103.03571428571429,4359.599999999999,1,6,42,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3391588120324736,Medium
0,49,20.15,973.35,0,2,19.864285714285714,987.3499999999999,1,1,49,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.041428663664532545,Low
0,9,99.3,918.75,0,0,102.08333333333333,893.6999999999999,0,4,9,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7824801024365438,High
0,35,62.15,2215.45,0,1,63.29857142857142,2175.25,1,3,35,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.05964155608701263,Low
0,48,20.65,1057.0,0,2,22.020833333333332,991.1999999999999,1,1,48,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.04066087574869438,Low
0,46,19.95,927.1,0,2,20.15434782608696,917.6999999999999,1,1,46,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.04091909351289216,Low
0,29,33.75,1009.25,0,0,34.80172413793103,978.75,1,1,29,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.15352899575091358,Low
0,30,82.05,2570.2,0,0,85.67333333333333,2461.5,1,3,30,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.21121104589922726,Low
